episode,epsilon,avg_reward,win_rate,loss,mean_q,grad_norm,mean_td_error,beta
1,0.9990,1.000,1.000,,,,,
50,0.9512,-0.240,0.360,,,,,
100,0.9048,-0.170,0.400,0.0016623532865196466,0.8552579879760742,0.025095222517848015,0.18638911843299866,1.0
150,0.8606,-0.170,0.400,0.0007917053299024701,1.107635498046875,0.014647120609879494,0.16450858116149902,1.0
200,0.8186,-0.110,0.420,0.0030121791642159224,1.5401521921157837,0.057377271354198456,0.22001680731773376,1.0
